15
300 5000
238 42 4
3 155 4
205 131 1
86 85 1
36 221 3
17 4 4
59 226 4
31 60 2
42 117 3
55 94 1
107 34 1
96 108 5
126 173 2
14 122 4
110 89 1
41 135 4
73 40 1
95 68 4
142 137 2
147 37 3
137 95 4
238 11 1
149 158 3
178 219 5
31 99 2
136 154 1
161 183 5
19 190 3
11 232 4
107 15 2
81 72 1
213 227 1
241 141 1
108 148 2
215 137 1
19 91 1
24 67 4
91 166 3
78 148 5
238 38 4
118 81 1
7 158 5
117 111 3
170 98 3
130 62 3
111 74 3
1 76 2
218 40 1
132 190 5
209 222 2
14 154 5
51 115 2
40 76 3
132 240 1
163 34 1
178 19 3
51 113 4
148 101 1
21 81 4
85 110 3
17 162 1
36 127 4
107 149 2
55 167 2
209 80 2
207 128 1
109 133 3
241 182 5
103 149 5
55 163 1
38 180 1
194 76 2
97 201 5
79 148 1
100 61 2
141 216 1
86 99 1
235 86 2
171 162 2
59 222 4
134 129 3
77 209 1
192 207 3
79 47 2
115 28 2
133 55 5
109 68 3
109 206 2
125 137 2
112 209 2
188 66 1
213 107 5
60 150 5
158 134 3
172 224 4
242 10 3
116 195 5
226 68 4
144 67 2
226 68 2
139 194 5
236 141 4
134 16 3
109 134 5
179 50 1
112 22 1
78 82 4
4 190 4
168 146 5
53 32 1
217 86 2
29 6 1
74 106 3
147 172 5
124 47 5
172 140 5
19 5 2
65 121 4
125 151 3
42 236 2
188 32 3
15 45 2
135 181 4
163 58 4
70 89 2
206 45 4
177 193 1
151 114 4
11 227 4
200 68 4
128 33 3
32 148 2
205 145 3
69 157 2
104 137 3
16 229 4
218 196 5
144 70 5
175 184 3
75 5 4
64 103 2
15 147 3
232 198 1
175 148 1
233 16 3
31 205 2
181 49 5
200 79 4
115 8 5
57 89 2
229 191 1
203 156 2
132 218 3
60 94 2
228 240 3
13 25 5
81 33 1
116 100 4
113 152 3
136 159 5
187 28 1
74 77 1
120 18 1
93 195 5
109 78 4
143 54 2
86 214 1
98 169 3
147 218 2
235 226 4
232 214 1
187 69 4
38 125 1
239 199 2
45 130 4
184 118 2
16 81 3
71 167 5
36 167 2
63 36 4
174 40 1
45 43 5
202 71 3
140 13 3
54 101 1
122 239 5
232 239 1
181 145 5
146 208 2
114 133 2
196 242 3
192 96 5
26 223 2
136 149 3
121 179 2
56 62 4
241 178 4
91 131 1
139 145 4
180 82 5
175 73 5
233 20 3
192 188 2
21 27 3
57 233 4
209 115 4
161 151 1
156 136 3
108 128 5
150 210 1
134 241 4
192 170 2
37 81 4
3 10 1
80 47 4
120 26 4
168 229 3
221 99 2
130 182 3
118 124 3
194 208 3
50 229 1
33 137 3
96 73 5
91 79 4
31 55 3
222 117 2
133 71 4
238 241 4
45 170 5
143 235 2
169 51 2
123 79 5
54 15 5
180 52 1
93 139 5
10 4 5
50 65 3
219 10 3
203 102 5
98 229 3
99 229 4
139 19 4
52 27 5
107 135 5
13 163 5
46 148 1
99 9 1
147 6 2
96 110 3
87 82 4
235 98 5
218 107 3
132 63 4
29 174 1
237 38 3
6 189 2
82 223 5
117 53 3
122 128 4
39 176 3
89 153 4
41 137 3
114 220 5
31 6 3
219 22 5
191 130 1
191 96 5
16 1 5
20 94 1
117 87 4
206 33 1
4 120 1
163 57 2
54 130 4
130 186 1
96 105 3
25 59 5
181 82 4
5 146 4
218 152 3
193 230 4
188 43 4
171 86 3
97 196 4
74 156 3
113 203 3
103 129 4
137 117 3
36 60 5
126 226 4
64 181 5
149 138 5
5 116 4
184 200 3
34 213 1
95 207 4
91 127 3
94 42 5
58 168 1
209 147 2
95 22 5
74 166 5
98 45 1
165 42 1
106 27 1
228 202 5
188 57 2
68 126 2
46 132 1
179 154 1
225 138 1
138 53 3
52 74 3
8 22 1
186 154 1
43 3 2
171 36 4
45 110 1
96 102 1
124 149 3
10 114 4
30 174 4
218 86 1
92 86 3
96 105 1
9 130 1
19 95 4
212 90 1
93 202 1
186 23 1
157 113 4
8 38 3
103 82 5
129 211 3
69 41 5
237 159 5
47 15 5
38 187 1
152 109 1
239 88 1
156 127 2
204 53 3
128 54 5
201 41 1
230 209 2
162 12 5
85 80 5
188 51 2
68 190 4
196 201 3
76 47 4
234 2 3
107 51 4
46 85 1
102 117 1
18 59 2
231 39 1
185 108 5
216 183 2
43 50 2
65 166 4
170 134 1
227 96 3
114 48 2
103 149 5
230 57 4
93 209 5
140 154 1
106 192 4
83 71 3
67 23 2
226 89 2
131 10 2
156 165 3
2 135 4
228 211 3
117 119 3
34 50 1
165 124 4
141 91 1
102 152 4
228 108 4
111 237 3
200 188 4
144 172 1
45 63 5
130 198 1
138 52 4
98 155 3
203 135 2
64 213 2
29 203 3
101 31 3
124 7 4
79 231 2
200 175 2
128 169 3
225 105 2
82 68 3
168 86 5
228 65 2
187 93 3
199 23 5
227 120 3
29 228 2
91 26 2
212 114 4
72 5 2
73 155 1
168 186 5
51 76 3
178 241 1
109 53 2
105 61 1
29 204 2
67 154 1
107 207 3
194 24 1
28 14 3
80 130 2
40 242 5
126 75 4
191 225 4
200 129 5
141 22 3
156 90 5
130 121 5
179 125 3
201 13 5
47 238 2
33 234 5
242 210 1
14 90 3
27 214 3
142 60 4
180 70 3
63 75 2
139 212 2
104 136 3
85 158 3
23 191 5
47 63 1
225 67 1
10 175 3
24 43 1
137 75 3
201 58 4
33 209 3
179 18 5
232 201 1
228 215 5
98 152 2
180 226 1
118 102 3
85 242 2
67 164 3
48 214 1
61 109 4
59 144 5
105 187 1
41 116 2
95 242 3
87 59 3
38 188 3
141 171 3
29 104 4
236 120 3
117 38 1
96 134 3
95 171 5
195 186 3
147 116 3
39 210 3
139 154 3
217 216 5
122 111 3
222 156 1
163 118 4
122 203 2
173 208 3
84 150 2
235 241 2
186 207 3
156 152 1
71 134 2
16 182 3
85 178 4
183 19 5
59 81 3
111 49 2
48 52 5
170 22 4
228 89 1
144 224 5
34 37 4
232 114 4
156 47 2
219 43 2
182 175 2
159 228 1
183 110 2
125 206 2
94 130 2
12 50 3
40 186 5
79 100 1
33 16 2
172 190 3
158 99 3
40 210 5
73 160 5
167 35 3
151 138 2
45 131 3
219 145 4
178 103 3
13 78 4
241 226 4
184 239 1
48 8 4
35 95 3
158 162 2
139 59 5
37 117 4
82 122 1
230 201 3
232 39 1
120 204 5
103 111 1
139 39 2
42 200 5
164 131 5
45 221 1
73 122 3
163 48 3
132 140 5
103 48 2
219 89 1
14 115 3
10 213 5
237 45 2
9 162 4
157 98 4
173 73 4
1 166 4
62 61 1
100 165 1
203 151 5
83 148 1
176 72 1
26 229 4
75 114 2
120 93 5
80 65 4
176 118 5
30 26 3
14 193 2
54 194 2
70 182 1
174 52 2
27 134 1
2 73 1
78 217 3
127 215 4
90 40 5
29 90 3
11 25 2
121 209 5
1 88 1
162 180 3
57 88 5
2 198 2
205 219 4
120 105 4
84 44 1
24 172 1
164 137 1
142 80 4
40 213 4
170 90 5
11 23 4
69 151 2
189 196 2
239 124 3
54 25 1
6 241 2
81 232 2
242 132 3
113 93 3
100 34 2
164 78 2
39 154 4
118 87 2
227 148 1
115 135 2
171 131 3
119 109 4
226 57 3
189 184 3
143 173 5
213 61 5
176 115 2
48 198 1
50 177 2
64 237 3
190 29 4
239 218 2
50 65 1
47 63 3
179 41 5
186 72 1
98 122 5
45 17 5
154 28 3
215 162 4
88 71 5
216 93 2
155 78 4
236 68 1
173 126 5
97 1 3
101 79 1
191 35 2
122 8 1
149 48 4
157 154 2
179 50 3
175 121 3
235 166 3
224 130 2
119 104 2
70 127 3
232 238 1
1 188 5
219 103 3
157 79 5
94 57 5
8 15 5
214 213 4
133 213 2
32 161 3
124 180 5
148 139 3
63 120 5
82 192 4
113 149 2
110 174 4
76 17 4
160 115 3
213 183 3
50 105 5
99 75 2
116 211 5
48 169 4
76 159 3
189 62 5
227 74 2
52 151 3
200 87 4
100 30 4
190 155 1
20 225 4
34 69 1
211 237 2
47 216 3
83 178 2
164 156 4
48 11 5
144 223 1
25 117 1
157 143 5
18 124 1
75 229 1
131 71 3
8 184 4
57 126 2
146 109 1
36 39 5
131 185 2
128 174 3
120 66 3
145 112 1
25 240 3
177 45 5
174 83 3
131 145 1
230 90 1
6 42 4
104 42 3
124 165 2
143 113 2
94 36 5
239 142 5
203 149 1
240 34 4
58 165 1
148 7 5
162 144 3
33 154 3
135 69 5
127 59 4
176 189 3
75 149 5
74 86 2
169 163 4
63 188 4
152 174 4
120 242 2
116 151 2
25 68 2
77 119 2
209 45 2
153 38 4
142 17 1
156 53 1
10 206 5
64 108 5
43 132 4
197 231 4
84 24 4
122 180 4
209 154 3
81 177 5
186 73 2
143 50 1
83 26 3
59 231 2
129 242 4
92 148 4
25 35 2
220 125 1
45 150 4
87 54 1
172 219 5
161 182 2
232 164 4
144 120 3
128 103 2
142 12 2
170 91 3
232 119 5
176 239 5
182 150 5
85 133 5
101 63 4
41 72 4
106 14 5
75 43 3
143 153 4
181 207 5
120 134 1
155 199 4
191 236 3
19 191 1
44 185 1
190 154 4
16 165 1
76 9 5
227 28 3
141 193 5
56 198 5
26 105 2
178 32 2
161 34 2
233 57 2
142 85 2
161 193 4
192 85 2
183 218 2
70 187 1
127 130 5
170 128 4
231 241 4
194 21 1
201 162 1
49 113 5
12 147 4
216 153 2
219 115 4
195 113 1
175 87 3
149 198 4
192 29 5
167 11 5
58 218 1
170 229 5
177 85 2
171 110 4
134 186 2
89 100 3
209 133 4
30 219 3
114 34 3
213 216 5
239 146 1
34 81 1
201 86 5
204 14 1
82 144 5
226 171 5
29 237 3
107 189 3
62 108 1
84 195 2
79 45 1
106 135 2
76 69 5
2 158 1
156 99 2
233 165 3
70 146 1
118 204 4
63 214 1
115 229 2
165 60 1
89 169 1
170 159 5
64 28 2
98 43 5
13 11 2
64 91 3
206 184 3
174 140 3
172 16 3
186 122 5
69 40 5
57 236 4
123 8 1
127 199 4
292 2300
1 2 1
2 3 1
3 4 1
4 5 1
5 6 2
6 7 1
7 8 2
8 9 1
9 10 2
10 11 2
11 12 2
12 13 1
13 14 1
14 15 1
15 16 2
16 17 1
17 18 1
18 19 1
19 20 1
20 21 1
21 22 2
22 23 2
23 24 2
24 25 1
25 26 1
26 27 1
27 28 1
28 29 1
29 30 2
30 292 2
1 31 2
31 32 2
32 33 1
33 34 2
34 35 1
35 36 2
36 37 2
37 38 1
38 39 1
39 40 1
40 41 1
41 42 2
42 43 1
43 44 2
44 45 1
45 46 2
46 47 2
47 48 1
48 49 1
49 50 1
50 51 1
51 52 1
52 53 2
53 54 2
54 55 1
55 56 2
56 57 1
57 58 1
58 59 1
59 292 1
1 60 2
60 61 1
61 62 1
62 63 2
63 64 2
64 65 2
65 66 1
66 67 2
67 68 1
68 69 1
69 70 2
70 71 1
71 72 1
72 73 1
73 74 2
74 75 1
75 76 2
76 77 2
77 78 2
78 79 2
79 80 2
80 81 2
81 82 1
82 83 2
83 84 2
84 85 1
85 86 2
86 87 2
87 88 2
88 292 2
1 89 2
89 90 2
90 91 1
91 92 2
92 93 2
93 94 2
94 95 2
95 96 2
96 97 2
97 98 2
98 99 1
99 100 1
100 101 1
101 102 2
102 103 2
103 104 1
104 105 2
105 106 1
106 107 2
107 108 2
108 109 1
109 110 2
110 111 2
111 112 2
112 113 2
113 114 2
114 115 2
115 116 1
116 117 1
117 292 2
1 118 1
118 119 2
119 120 1
120 121 1
121 122 2
122 123 2
123 124 2
124 125 2
125 126 1
126 127 2
127 128 2
128 129 2
129 130 1
130 131 1
131 132 1
132 133 2
133 134 2
134 135 2
135 136 2
136 137 2
137 138 2
138 139 2
139 140 2
140 141 2
141 142 2
142 143 1
143 144 2
144 145 2
145 146 1
146 292 2
1 147 2
147 148 1
148 149 2
149 150 2
150 151 2
151 152 1
152 153 2
153 154 2
154 155 2
155 156 1
156 157 2
157 158 1
158 159 2
159 160 1
160 161 1
161 162 2
162 163 2
163 164 1
164 165 1
165 166 2
166 167 2
167 168 2
168 169 2
169 170 2
170 171 1
171 172 2
172 173 1
173 174 2
174 175 1
175 292 1
1 176 1
176 177 2
177 178 2
178 179 2
179 180 2
180 181 1
181 182 1
182 183 2
183 184 2
184 185 2
185 186 2
186 187 2
187 188 2
188 189 1
189 190 2
190 191 1
191 192 1
192 193 2
193 194 2
194 195 1
195 196 1
196 197 1
197 198 1
198 199 2
199 200 2
200 201 1
201 202 1
202 203 2
203 204 2
204 292 2
1 205 1
205 206 1
206 207 2
207 208 2
208 209 1
209 210 2
210 211 2
211 212 1
212 213 2
213 214 1
214 215 2
215 216 2
216 217 1
217 218 1
218 219 2
219 220 2
220 221 2
221 222 2
222 223 2
223 224 2
224 225 1
225 226 2
226 227 1
227 228 2
228 229 2
229 230 1
230 231 2
231 232 1
232 233 2
233 292 2
1 234 1
234 235 1
235 236 1
236 237 2
237 238 1
238 239 1
239 240 2
240 241 1
241 242 1
242 243 1
243 244 1
244 245 1
245 246 1
246 247 1
247 248 2
248 249 2
249 250 1
250 251 2
251 252 2
252 253 2
253 254 2
254 255 1
255 256 2
256 257 2
257 258 1
258 259 2
259 260 1
260 261 2
261 262 1
262 292 2
1 263 1
263 264 2
264 265 2
265 266 2
266 267 1
267 268 1
268 269 2
269 270 1
270 271 1
271 272 2
272 273 1
273 274 2
274 275 2
275 276 1
276 277 1
277 278 2
278 279 2
279 280 2
280 281 1
281 282 2
282 283 1
283 284 1
284 285 2
285 286 1
286 287 2
287 288 1
288 289 2
289 290 2
290 291 1
291 292 2
271 158 3
190 180 2
167 261 4
168 112 4
19 22 1
148 33 1
250 115 5
212 127 2
157 172 1
167 90 4
127 37 1
53 237 4
2 175 2
36 216 2
256 223 1
187 284 3
33 183 2
79 111 2
14 48 5
73 82 2
78 286 5
118 120 1
12 174 1
167 260 3
205 242 4
85 48 2
161 198 5
128 13 5
237 57 3
20 87 4
272 8 3
35 105 5
269 57 4
222 253 2
133 273 1
248 238 3
80 286 3
9 143 2
235 287 2
122 88 5
57 79 5
122 27 3
161 18 2
156 75 1
285 199 2
104 107 4
269 261 5
143 51 4
59 50 3
263 178 4
194 187 5
250 156 3
226 148 2
270 66 2
85 279 4
125 247 2
178 97 2
286 82 4
143 272 2
32 72 5
262 248 3
282 159 2
5 82 4
39 106 1
236 94 4
236 62 5
231 252 1
8 48 5
228 11 4
170 127 1
140 121 1
6 214 1
152 36 3
168 155 2
88 266 2
97 161 5
100 263 5
225 45 4
128 243 3
20 154 5
107 80 3
23 191 5
133 254 3
99 41 1
181 37 1
100 215 3
246 18 1
264 261 5
102 21 1
80 222 3
36 288 2
222 228 1
47 143 4
97 236 4
257 265 2
255 26 2
73 24 3
182 85 1
74 174 2
172 274 1
265 121 1
6 139 4
53 213 2
50 241 3
4 71 2
16 292 5
64 153 2
218 55 2
95 69 4
37 79 5
213 273 5
169 82 2
59 133 3
132 10 3
201 116 4
22 18 2
33 94 3
232 266 4
55 36 3
232 204 1
129 162 4
251 10 4
236 194 4
152 233 3
242 169 2
135 94 5
191 16 2
106 99 3
101 182 5
229 277 2
122 176 1
101 225 5
198 34 2
248 115 4
248 12 4
106 196 4
27 256 1
175 164 3
258 273 4
1 25 2
243 222 1
24 4 2
145 99 5
224 131 2
77 259 4
280 37 2
4 185 1
80 288 3
21 116 4
277 5 1
27 281 1
4 78 5
10 252 1
194 231 2
255 177 2
237 168 3
167 93 4
150 48 5
115 221 3
37 54 1
6 89 2
234 140 1
120 279 4
94 51 2
154 255 4
149 189 2
129 45 3
45 191 1
90 27 1
87 244 3
135 153 4
153 92 3
157 262 2
47 148 5
153 279 2
180 77 2
234 142 5
94 182 3
70 136 1
128 269 1
104 63 5
46 1 2
60 237 5
33 94 1
274 75 1
243 77 2
115 174 1
252 128 2
55 79 2
6 56 1
246 17 5
18 218 2
142 40 1
271 224 5
194 245 1
208 147 4
268 85 1
257 261 1
267 115 1
276 185 3
195 55 2
9 191 3
174 150 2
240 153 3
18 215 4
33 290 2
147 184 3
88 116 3
118 95 1
100 66 1
235 101 3
14 82 4
226 156 4
279 47 1
24 241 5
116 164 4
75 96 5
257 4 1
202 100 2
219 284 5
250 200 1
147 269 5
194 109 3
242 164 1
94 117 5
244 4 1
280 8 4
249 202 3
286 249 4
190 235 4
190 213 5
51 250 4
271 276 4
187 103 3
205 175 5
29 186 2
215 48 4
214 171 2
21 22 4
236 254 5
71 217 5
2 3 1
32 154 4
242 147 2
224 15 5
53 292 4
69 244 1
213 174 5
248 281 3
11 213 1
180 281 1
171 136 2
164 46 3
216 233 3
12 160 3
59 290 4
35 97 2
206 20 5
18 186 5
57 219 3
28 166 3
206 223 3
255 265 3
231 220 2
22 89 3
152 111 3
78 131 1
208 26 2
149 39 4
110 292 2
23 250 4
56 277 2
41 241 3
111 45 1
140 266 3
183 86 1
130 114 5
89 246 5
278 283 4
187 8 1
98 21 2
215 201 3
120 29 3
221 243 1
57 207 4
129 93 5
73 193 5
156 196 4
4 291 2
105 74 5
20 38 2
100 164 1
41 285 5
279 3 4
133 36 3
108 132 3
73 287 5
238 57 4
210 128 5
175 21 3
211 285 2
225 22 5
99 237 2
182 236 1
251 283 3
260 198 2
131 192 1
142 5 5
98 147 3
49 167 4
210 245 2
152 158 5
59 182 3
182 189 3
52 69 1
267 260 1
288 173 1
213 285 5
164 69 3
32 272 1
104 286 3
98 202 4
51 124 1
228 280 2
286 150 3
245 115 5
267 11 4
244 255 3
49 120 5
148 193 1
129 44 3
289 143 5
11 127 5
168 239 5
276 62 4
283 39 4
41 244 3
198 119 1
151 214 2
80 20 1
282 42 1
75 240 4
287 184 5
278 33 5
287 270 5
50 84 4
284 257 1
235 279 3
24 44 1
151 178 1
9 62 4
108 57 1
135 215 2
214 38 5
89 124 3
134 232 2
6 157 1
192 152 2
102 42 3
81 12 2
152 274 2
13 261 1
19 183 3
143 200 1
190 135 4
234 32 2
226 104 4
102 135 2
121 49 4
204 97 2
126 167 4
80 124 5
243 230 1
77 4 5
142 73 5
139 181 2
10 27 2
219 206 3
265 190 1
1 264 1
109 115 4
204 192 5
61 113 3
264 270 3
58 237 3
163 146 5
288 222 4
219 106 4
253 288 4
274 25 2
78 41 3
136 222 1
244 15 2
96 217 2
105 260 2
43 275 3
128 232 1
181 209 4
209 17 3
10 35 3
123 80 5
115 277 5
216 23 3
164 227 4
59 8 1
164 21 3
153 97 2
284 188 3
37 52 1
279 90 5
228 15 1
100 252 4
62 8 5
194 79 4
263 223 3
172 280 5
5 108 3
230 218 5
18 35 2
106 171 3
83 265 5
231 56 3
60 67 1
292 227 3
25 75 2
69 196 1
142 287 2
110 189 4
183 58 5
239 229 3
274 60 3
277 227 4
257 45 5
54 245 1
206 288 4
182 76 5
38 9 1
125 101 5
82 139 1
210 63 2
266 176 2
133 279 1
231 258 4
198 272 4
11 148 3
19 208 1
233 94 4
263 109 3
193 150 1
95 267 4
119 77 5
143 171 1
214 286 1
258 189 4
112 127 1
244 37 3
5 68 2
12 101 2
140 84 1
244 62 4
8 141 5
250 38 3
39 60 5
136 211 3
174 148 2
239 16 5
184 237 1
191 65 5
278 227 2
89 177 4
5 137 3
269 153 4
88 7 2
260 144 2
227 41 4
181 131 2
113 176 4
250 54 3
139 154 4
77 125 1
101 104 4
44 98 4
50 11 2
148 250 4
94 80 2
55 191 4
73 238 2
13 285 1
263 276 1
46 143 3
204 44 2
66 16 2
188 148 5
45 174 5
151 206 1
111 207 2
18 15 4
14 52 2
186 280 1
181 51 2
57 206 2
167 28 5
198 68 3
242 80 4
56 218 2
100 96 2
251 180 4
252 191 5
235 82 2
65 40 2
24 280 1
274 188 4
151 23 3
271 128 3
78 68 4
17 225 5
142 89 1
224 246 5
210 33 4
206 28 2
203 256 3
30 113 3
162 213 4
206 97 2
24 215 1
263 269 3
125 28 2
194 77 5
100 194 2
252 212 3
71 209 4
74 8 3
70 195 4
120 127 5
275 204 3
242 109 3
144 249 3
98 266 2
5 129 4
262 96 2
201 174 4
31 204 4
221 132 1
22 159 2
119 159 1
107 155 4
35 155 1
170 181 1
200 68 5
170 200 4
96 229 1
113 121 4
178 89 5
279 104 5
70 61 5
135 47 4
46 200 5
170 192 4
244 184 3
185 133 2
85 223 2
224 114 4
137 150 1
199 206 1
39 246 4
43 290 2
216 165 5
7 289 5
286 81 3
228 290 5
234 104 3
67 203 5
187 23 1
21 40 2
139 239 4
261 98 4
185 115 5
80 26 5
64 13 3
143 88 5
275 253 5
183 78 3
37 129 5
286 129 5
243 59 4
116 186 4
16 69 4
193 37 4
141 257 1
64 70 3
98 59 1
32 266 4
120 154 1
78 29 3
88 98 5
100 219 2
167 261 2
20 176 1
130 12 3
86 128 2
277 289 5
256 91 3
56 216 4
246 256 3
248 192 2
210 234 5
212 126 2
121 159 4
213 168 2
206 110 2
107 229 5
72 122 4
203 170 5
189 234 1
283 63 3
213 157 5
247 131 3
229 44 2
27 52 1
33 72 5
1 265 2
106 123 1
211 214 1
191 164 5
284 37 4
120 281 4
77 190 5
229 269 4
11 192 5
224 65 3
42 286 3
69 26 4
21 181 4
250 256 5
101 221 3
106 215 2
223 158 4
151 48 1
20 4 2
109 233 4
122 236 1
124 42 3
23 234 5
27 250 4
271 223 2
95 261 3
155 227 3
119 183 3
73 45 5
223 146 3
35 284 4
52 228 2
201 121 4
220 39 1
277 112 3
142 241 5
212 6 3
164 288 1
219 3 5
238 12 2
13 212 3
69 59 5
237 179 4
273 246 5
182 4 1
138 90 3
291 35 3
139 218 5
218 194 1
91 99 4
44 87 3
18 179 5
246 149 1
225 12 3
52 233 3
180 106 1
40 18 5
71 93 3
83 11 4
217 132 5
45 137 2
113 195 3
226 95 1
176 183 2
268 168 5
144 275 5
6 225 3
182 135 5
148 137 1
141 241 3
125 145 4
22 4 4
15 147 3
190 13 2
142 180 4
261 77 4
240 9 3
25 234 2
1 167 4
20 260 3
22 141 4
148 150 3
137 151 5
18 170 3
270 171 5
80 252 1
54 3 2
288 49 2
85 216 1
15 92 4
184 7 3
178 286 5
221 98 5
24 18 2
187 134 1
45 284 2
49 197 3
202 267 1
226 106 4
225 192 1
94 88 5
86 65 4
143 7 2
17 192 1
250 267 2
18 148 1
197 107 3
226 157 1
242 214 5
138 120 4
181 286 3
240 289 3
262 67 2
213 179 2
198 202 3
266 184 5
27 248 3
279 99 1
60 137 4
56 93 5
22 243 2
231 58 2
138 171 2
35 109 5
147 290 1
42 203 5
32 72 5
287 65 2
279 239 4
274 140 5
208 74 3
259 116 1
209 104 4
168 4 1
52 56 3
96 285 3
256 240 1
92 102 2
275 71 1
262 168 3
66 244 4
6 284 3
248 16 4
103 231 5
79 106 1
230 195 2
59 177 1
31 37 4
277 125 5
122 54 4
179 241 4
291 100 5
198 89 3
272 32 5
200 108 3
184 218 1
219 146 3
123 161 1
23 160 1
217 31 4
159 63 1
191 93 1
19 171 1
221 118 5
193 40 2
53 234 3
137 24 3
5 195 5
96 33 4
27 88 4
272 223 1
65 67 1
19 283 2
145 97 5
71 266 5
10 91 3
119 194 3
257 199 1
177 254 5
283 268 4
143 278 1
81 266 4
172 221 2
258 255 2
261 159 1
34 130 1
21 63 2
248 64 2
13 254 3
189 46 4
56 52 2
206 117 2
77 227 3
67 202 1
78 136 3
13 22 3
173 132 4
90 67 5
248 222 3
249 159 2
130 190 2
225 3 1
264 96 4
292 191 5
242 132 1
156 276 4
270 229 2
121 5 2
14 100 5
125 145 5
181 193 2
252 246 2
28 77 2
210 29 2
31 168 1
291 57 3
48 47 1
14 135 3
273 212 5
50 27 3
215 125 3
115 276 4
252 269 2
266 34 3
172 41 1
145 120 2
121 132 3
70 267 3
290 127 5
90 166 1
20 34 1
79 271 1
188 192 4
140 191 1
24 43 4
90 177 1
275 242 4
54 164 2
63 27 5
237 173 4
249 230 1
7 32 3
214 222 5
28 134 4
134 12 2
214 142 4
124 35 1
199 92 5
205 98 3
137 270 4
58 25 1
109 205 4
93 94 3
180 92 3
113 160 4
261 286 5
72 189 3
183 86 5
201 230 5
83 242 5
177 68 5
134 5 4
83 191 4
2 49 5
185 288 1
221 84 3
132 11 4
230 226 4
286 205 3
270 135 2
130 256 2
119 135 3
107 170 1
63 41 1
246 143 2
58 47 4
150 52 2
73 103 4
67 204 2
54 201 1
215 155 2
275 125 5
12 239 2
130 285 4
153 193 3
289 114 4
49 195 4
291 208 3
287 12 4
34 59 5
175 260 4
32 47 2
281 184 5
79 253 2
135 121 1
88 38 3
197 78 4
181 136 5
275 3 4
23 156 1
160 129 1
206 175 5
65 107 1
268 140 2
96 139 5
33 219 2
247 6 5
275 269 1
126 173 3
277 15 2
174 215 5
280 45 2
205 34 4
146 116 5
275 159 1
39 263 1
28 273 4
189 166 5
248 65 4
8 69 2
53 84 2
147 66 2
156 184 4
184 169 3
52 258 5
153 74 3
229 221 4
216 159 1
289 120 3
173 45 2
174 238 4
170 281 4
163 143 2
13 180 4
87 67 3
129 214 4
196 138 3
20 194 5
63 266 2
260 230 2
231 267 3
39 38 2
69 159 3
43 200 4
165 78 4
137 169 5
220 80 1
113 90 2
186 235 3
283 198 2
218 49 4
49 269 5
203 166 3
63 133 5
212 198 3
133 79 1
21 188 1
130 41 2
241 16 5
91 56 5
204 178 4
67 244 5
118 116 5
32 86 2
109 21 2
4 177 4
185 269 1
70 253 3
284 170 5
193 246 1
204 193 4
118 190 5
108 120 3
68 40 1
214 169 4
198 54 1
120 125 1
73 282 1
267 44 5
98 24 3
261 197 3
68 184 4
46 83 4
237 163 3
145 222 2
281 62 3
236 130 4
58 156 3
87 183 1
177 267 1
60 213 2
57 162 2
103 273 2
47 275 3
188 145 4
155 171 2
246 144 3
177 43 5
239 147 1
268 113 4
37 250 4
123 81 3
96 90 3
178 234 3
23 139 3
124 204 3
3 271 2
226 159 1
153 28 1
259 69 1
241 98 1
23 239 1
148 14 2
159 165 4
15 37 2
2 122 4
28 116 4
44 93 2
110 138 5
230 263 3
235 246 3
89 145 4
179 279 1
133 34 4
138 30 5
155 159 4
174 120 2
172 96 1
229 155 1
146 287 2
48 87 3
41 210 4
233 22 2
94 58 2
153 75 3
180 53 3
165 67 1
273 102 2
134 284 4
160 213 4
74 221 5
233 234 2
11 36 4
17 112 3
72 157 2
1 6 3
141 40 3
271 119 5
172 180 2
1 184 4
106 228 4
278 255 5
227 55 2
47 220 2
47 170 3
288 269 2
289 41 3
266 165 5
135 173 4
10 258 2
64 214 4
164 210 5
37 190 3
185 27 1
68 2 5
4 11 5
24 91 4
156 4 5
67 103 2
120 206 1
7 112 4
275 259 4
138 182 3
237 266 5
113 286 1
227 22 5
89 222 3
115 29 3
151 191 5
263 181 4
80 90 1
150 259 5
93 21 1
67 288 3
233 286 5
39 46 4
7 109 2
240 53 2
43 159 2
109 82 5
14 93 4
183 145 3
225 185 2
232 136 5
51 198 1
192 75 4
171 40 5
217 187 1
216 161 1
199 36 5
204 104 3
65 86 3
136 69 4
199 17 1
246 129 2
37 140 3
188 213 4
51 145 5
192 194 4
146 36 1
35 17 3
68 241 4
133 150 1
147 52 4
212 37 3
34 219 3
273 21 1
201 41 5
230 56 5
139 230 4
149 203 3
180 11 2
258 283 1
96 21 4
148 186 5
286 195 2
142 204 5
248 5 4
15 232 3
5 55 5
214 141 4
131 142 2
282 111 5
161 183 3
165 196 4
225 220 2
121 257 3
153 262 5
116 74 3
187 79 2
114 152 4
138 25 4
159 145 5
113 227 3
265 156 5
71 55 1
93 146 4
238 61 3
165 223 1
273 95 2
218 48 1
185 87 3
135 132 2
188 284 2
175 40 4
121 158 4
127 33 5
136 152 5
110 156 1
191 291 5
66 210 2
113 65 4
147 182 4
172 193 1
195 242 5
260 56 2
74 229 5
205 224 3
95 148 2
198 134 5
1 94 4
217 181 5
286 56 4
190 107 4
200 241 4
194 104 1
278 292 3
165 98 3
96 25 1
48 90 1
145 195 1
